duration,HSP ID,help,Gender,Gender_Other,Age,Culture,Culture_Other,First_Lanuage,First_Lanuage_O,First_Lanuage_2,English_Years,English_Fluent,Nationality,Years_Canada,Old_Move_Canada,Religion,Religion_Other,Handedness,Political,Year_School,Sex_Orientation,Sex_Orient_Othr,UBC_Faculty,Faculty_Other,Major,Country_Born,country_born_2,Mom education,Dad education,Family.income,Attn,Attnother,BIological.sex,age.30,age.28,Kim.1,Kim.2,Kim.3,Kim.4,Kim.5,Kim.6,Kim.7,Kim.8,Kim.9,Kim.10,Kim.11,Kim.12,Kim.13,Kim.14,Kim.15,Kim.16,Kim.17,Kim.18,Kim.19,Kim.20,Kim.21
10,77241207,I don't know,Transgender woman,n/a,21,East Asian,n/a,Cantonese,n/a,n/a,16,7. Completely fluent,Canada,5,17,Nonreligious,n/a,Mostly right handed,Strongly liberal,3rd,Gay/lesbian mostly,n/a,Faculty of Science,n/a,Computer Science,Hong Kong,n/a,High school graduate,Professional or Graduate Degree (e.g. PhD MD),"$75,001 - $100,000",Other (Please specify below),Decision making,Male,Yes,Yes,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,6 Agree,7 Strongly agree
17,63540425,Yes,Woman,[Decline to Answer],21,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Neutral/moderate,4th,Heterosexual/straight only,[Decline to Answer],"Faculty of Arts, Faculty of Science",[Decline to Answer],Behavioural Neuroscience,Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",2 year degree (e.g.technical college degree),"Above $150,000",Other (Please specify below),decision making,Female,Yes,Yes,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,6 Agree,[Decline to Answer],6 Agree,[Decline to Answer],6 Agree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,[Decline to Answer],6 Agree,6 Agree,6 Agree,6 Agree
15,41670114,I don't know,Man,[Decline to Answer],21,South Asian,[Decline to Answer],Other,Tamil,[Decline to Answer],13,6,[Decline to Answer],10,10,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,4th,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],[Decline to Answer],Other,Sri Lanka,"2 year degree (e.g., technical college degree)",High school graduate,"$75,001 - $100,000",Other (Please specify below),Decision Making,Male,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree
13,95270930,Yes,Woman,[Decline to Answer],20,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Sikh,[Decline to Answer],Mostly right handed,Moderately conservative,4th,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Integrated Science (Neuroscience and Physiology),Canada,[Decline to Answer],"2 year degree (e.g., technical college degree)",4 year degree (e.g.Bachelor's degree),"$75,001 - $100,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,6 Agree,2 Disagree
12,41230402,Yes,Woman,[Decline to Answer],20,European,[Decline to Answer],Both English and another language,[Decline to Answer],Polish,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Speech Sciences,Canada,[Decline to Answer],Some college,2 year degree (e.g.technical college degree),"$35,001 - $50,000",Other (Please specify below),Decision Making,Female,Yes,Yes,3 Slightly disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree,3 Slightly disagree,5 Slightly agree,2 Disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,2 Disagree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,6 Agree
21,56570829,No,Woman,[Decline to Answer],20,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Christian,[Decline to Answer],Mostly right handed,Moderately conservative,3rd,Gay/lesbian only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Speech Sciences,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,2 Disagree,2 Disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,2 Disagree,2 Disagree,3 Slightly disagree,2 Disagree,6 Agree,6 Agree,6 Agree,6 Agree
17,91180128,Yes,Woman,[Decline to Answer],20,South East Asian,[Decline to Answer],Tagalong,[Decline to Answer],[Decline to Answer],18,6,Filipino,4,16,Other,Catholic,Mostly right handed,Neutral/moderate,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Commerce and Business Admininistration,[Decline to Answer],Commerce,Other,Philippines,"4 year (e.g., Bachelor's degree)",2 year degree (e.g.technical college degree),"$35,001 - $50,000",Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,7 Strongly agree
15,76610122,Yes,Woman,[Decline to Answer],20,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],japanese,[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],Not applicable--I was born in Canada,Other,catholic,Mostly right handed,Moderately liberal,3rd,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],Speech Science,Canada,[Decline to Answer],"2 year degree (e.g., technical college degree)",4 year degree (e.g.Bachelor's degree),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,5 Slightly agree
10,72871007,Yes,Woman,[Decline to Answer],20,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,United States,2,18,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Gay/lesbian somewhat more,[Decline to Answer],School of Kinesiology,[Decline to Answer],Kinesiology,United States of America,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,2 Disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree
14,38220326,I don't know,Man,[Decline to Answer],23,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Slightly liberal,4th,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Behavioural Neuroscience,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Some college,"Above $150,000",Other (Please specify below),Decision Making,Male,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,7 Strongly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree
13,25190929,I don't know,Woman,[Decline to Answer],19,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,[Decline to Answer],3rd,Heterosexual/straight only,[Decline to Answer],School of Kinesiology,[Decline to Answer],Kinesiology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",2 year degree (e.g.technical college degree),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,7 Strongly agree,6 Agree,7 Strongly agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,7 Strongly agree,6 Agree
11,31490929,Yes,Woman,[Decline to Answer],25,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Strongly conservative,4th,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology & Speech Sciences,Canada,[Decline to Answer],Some college,Some college,"$15,001 - $25,000",Other (Please specify below),Decision Making,Female,Yes,Yes,6 Agree,5 Slightly agree,7 Strongly agree,5 Slightly agree,6 Agree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree
19,90981204,I don't know,Woman,[Decline to Answer],20,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Chinese Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,[Decline to Answer],4th,Heterosexual/straight only,[Decline to Answer],"Faculty of Education, School of Kinesiology",[Decline to Answer],Kinesiology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,2 Disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,6 Agree
11,50540530,Yes,Woman,[Decline to Answer],20,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Strongly liberal,3rd,Other,Queer,Faculty of Science,[Decline to Answer],Integrated Sciences,Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,3 Slightly disagree,1 Strongly disagree,4 Neither agree nor disagree,1 Strongly disagree,2 Disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,2 Disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree
22,50491210,No,Woman,[Decline to Answer],20,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,17,3,Christian,[Decline to Answer],Mostly left handed,Slightly liberal,4th,Heterosexual/straight only,[Decline to Answer],Faculty of Commerce and Business Admininistration,[Decline to Answer],Accounting,Taiwan,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$50,001 - $75,000",Other (Please specify below),Decision Making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,2 Disagree,1 Strongly disagree,2 Disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,1 Strongly disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree
14,18330820,Yes,Woman,[Decline to Answer],20,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Some college,"$75,001 - $100,000",Other (Please specify below),Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,7 Strongly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,6 Agree,7 Strongly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree
36,71571007,Yes,Man,[Decline to Answer],21,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],6,5,Chinese,6,16,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,3rd,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],PSYC,China,[Decline to Answer],High school graduate,High school graduate,[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,6 Agree
10,59490805,No,Woman,[Decline to Answer],21,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Strongly liberal,3rd,Heterosexual/straight somewhat more,[Decline to Answer],Faculty of Arts,[Decline to Answer],Ling,Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",4 year degree (e.g.Bachelor's degree),"Above $150,000",Other (Please specify below),decision making,Female,Yes,Yes,1 Strongly disagree,2 Disagree,2 Disagree,6 Agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,2 Disagree,6 Agree,5 Slightly agree,5 Slightly agree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,6 Agree,2 Disagree,6 Agree,3 Slightly disagree,6 Agree,5 Slightly agree
23,62871114,Yes,Woman,[Decline to Answer],[Decline to Answer],South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Punjabi,[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],[Decline to Answer],Sikh,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],psychology,Canada,[Decline to Answer],High school graduate,High school graduate,"$50,001 - $75,000",Other (Please specify below),Decision Making,Female,Yes,Yes,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,2 Disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,6 Agree,6 Agree,5 Slightly agree,3 Slightly disagree,7 Strongly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
34,70710303,Yes,Woman,[Decline to Answer],20,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Punjabi,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Biology,Canada,[Decline to Answer],"2 year degree (e.g., technical college degree)",High school graduate,"$75,001 - $100,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,2 Disagree,1 Strongly disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree
27,28381029,Yes,Woman,[Decline to Answer],19,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],English Language and Literature,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,2 Disagree,2 Disagree,5 Slightly agree,5 Slightly agree,6 Agree,3 Slightly disagree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree
12,11280907,I don't know,Woman,[Decline to Answer],20,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Strongly liberal,3rd,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",2 year degree (e.g.technical college degree),[Decline to Answer],Other (Please specify below),decision making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,6 Agree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,7 Strongly agree,5 Slightly agree
